"y"	"x1"	"x2"
"41"	166.091600396177	123.044789324372	32.2235678482748
"42"	165.321912061885	120.831624602347	30.7880710992949
"43"	163.987040008213	119.923533160877	30.7328543141142
"44"	165.608899586832	122.001070484225	31.7226833557944
"45"	164.288124183179	119.804442511022	30.5510509753127
"46"	164.167297195081	121.162187278889	32.6718260433199
"47"	165.974588718359	123.317452150027	33.6021244874748
"48"	164.487700236883	120.551749451123	29.5464783435139
"49"	164.267564895986	120.327620286888	30.4667683646135
"50"	164.40626862788	120.726709527313	31.3057131178995
"51"	164.096924947337	120.122328315258	30.6861019426955
"52"	164.550555227742	121.087853464005	32.0274634130655
"53"	166.417357090291	121.619632350103	31.1362106070247
"54"	164.219292828814	120.441740409374	31.0255278092964
"55"	164.477227735077	120.905982227935	31.2050348294811
"56"	164.628824496872	120.334916970493	30.5898207301052
"57"	165.45178046628	120.953584777095	31.0171782861597
"58"	164.849421444356	120.587078156155	30.3730976114144
"59"	163.940072219521	119.871504066534	29.1549016936996
"60"	165.495006441305	120.984659683291	30.324647006126
"61"	165.274469407853	121.996656155633	32.0132565883257
"62"	162.954329119801	118.334883245559	29.4781802646715
"63"	165.791349836281	120.7215334988	30.8141221355825
"64"	167.120544581832	122.634945298747	32.4756028043843
"65"	163.647277166458	120.78721256457	31.138678491759
"66"	163.583874889538	119.567962175711	29.2834748132425
"67"	165.992340683117	121.830241712703	31.2750193403999
"68"	165.760021819682	121.712326241921	32.4532974139764
"69"	165.796452655743	121.846548748816	30.9462751546369
"70"	163.938064908051	120.895383284957	30.1033226007051
"71"	164.680580607682	120.378899365385	30.7387797215904
"72"	165.320857954936	120.619474001236	31.4290596879994
"73"	165.317226442267	121.977782162408	31.746106450952
"74"	164.399915539185	121.559053805718	30.3727833080767
"75"	164.645682514111	119.636519646233	29.7102700765526
"76"	164.779112448957	120.974558324562	30.8185147046252
"77"	165.854135744107	121.318561470906	31.6950046096677
"78"	164.011857097156	121.005679443877	30.756066007847
"79"	166.459506844207	122.320878547564	31.0239891275453
"80"	164.811402906975	120.773675303219	30.3131008611795
"81"	164.47675822423	121.244629318484	31.4658731420175
"82"	164.651196947883	120.765683476487	30.7341440279829
"83"	166.592048729229	121.409504155163	30.5816665968984
"84"	165.852618728952	121.627079095443	31.9755354151263
"85"	163.69948310513	119.054275680392	28.1212135326501
"86"	165.811349445216	121.299072186701	31.5198210210158
"87"	166.589313437385	121.734709612861	32.1829311158829
"88"	164.336376492409	119.977009620636	31.3943809321869
"89"	166.122932140352	121.938077326073	31.1948572577064
"90"	166.325830112841	121.956922213723	32.8047022268711
"91"	163.962498514834	119.247295222956	30.6250560453148
"92"	165.856628186829	121.665205574771	32.2692861575942
"93"	163.421496761188	120.017571085797	31.0944972460829
"94"	165.568086020379	120.699200468799	32.2667230923112
"95"	164.127739228996	120.198765154034	31.3517001015132
"96"	165.917022550699	121.322381976775	30.6743600376109
"97"	163.865877687558	119.700193662343	29.8776314093325
"98"	165.431309148232	122.551236130385	32.0603911665005
"99"	164.319512563769	119.916054578696	28.9168846005058
"100"	165.759013943945	121.772796354024	31.0508226466751
"101"	165.821010961639	120.99716389969	31.3852358763081
"102"	164.52901210297	121.119777373663	30.6765049468794
"103"	164.435516763693	119.940273644327	31.0749299944445
"104"	163.883065617788	121.867279173216	31.5632569636844
"105"	167.097048256541	122.584464100955	32.8937624388173
"106"	164.728891975263	120.446537434171	30.2399165344967
"107"	164.422288145666	120.234120703364	31.0690600090914
"108"	165.823494184577	122.313495670297	31.5308055108101
"109"	163.575237545375	120.404433273411	29.5701004034157
"110"	164.570543870873	119.282298627781	30.1667044300517
"111"	163.8051643611	120.575228520498	30.3468615601951
"112"	164.546209015995	119.500777202864	28.5482470281067
"113"	165.039342092963	120.069955941135	30.7166684162197
"114"	167.807782760817	122.903484721513	32.4406111443639
"115"	165.523770803077	121.194699947442	30.4569560804138
"116"	165.061453423969	121.647585649734	31.7008813669127
"117"	165.865470590889	121.761834071847	30.4288752944972
"118"	164.404513785085	121.002294765885	30.7640390637115
"119"	165.219282025851	120.963759163622	30.8972174411815
"120"	164.613832559666	120.551616281828	31.6036451507108
"121"	162.637632614224	119.292490325468	28.4114668876677
"122"	165.881044477158	121.390285459467	31.449829525072
"123"	163.01187618345	119.463809340456	31.3640546408686
"124"	164.233992840855	120.000251825754	30.8982669316873
"125"	165.631790141076	121.078647928837	30.8195978424102
"126"	163.479560520092	120.108534650797	29.5964690643895
"127"	164.139423473312	120.026468674701	29.3366733512462
"128"	164.749075191357	120.939773931078	29.6763397484033
"129"	163.504183342579	119.717597630347	30.3744339400844
"130"	166.08627131647	121.77896084838	31.4667213172422
"131"	165.217797954282	121.242538723877	30.8950816836506
"132"	166.60401344045	122.030698953444	31.5516007186426
"133"	165.004294717884	120.395825301904	30.7292900498893
"134"	165.59800123731	122.485087859217	31.7942065122165
"135"	165.636186758453	121.256950470405	31.5081678135745
"136"	164.693177817388	120.763763045117	31.8044825523096
"137"	165.535323123779	122.025844348536	30.2935880393495
"138"	166.311586053422	123.074250375149	33.716349847964
"139"	164.978601691329	121.345702521506	31.451976706165
"140"	165.442465100454	120.807169732836	29.9523842888963
"141"	166.594705622214	122.818619172437	31.7145002523881
"142"	164.769791767718	120.103152487945	30.6917349717304
"143"	166.491129349128	122.200480619991	32.4541139521357
"144"	165.042681623531	121.178385612034	31.5852296851035
"145"	165.373895692428	120.66678539812	31.2864654169334
"146"	164.4592928258	120.222895002184	31.6947390400421
"147"	164.636740038824	120.53971646324	30.7902155909868
"148"	163.685229901473	118.737292685998	29.1804554648192
"149"	165.359038931591	121.703394474236	30.7620204360912
"150"	164.538230580404	120.625858623008	30.8286510528376
